Date,Close
1/2/2015 16:00:00,1.51
1/5/2015 16:00:00,1.58
1/6/2015 16:00:00,1.67
1/7/2015 16:00:00,1.71
1/8/2015 16:00:00,1.65
1/9/2015 16:00:00,1.7
1/12/2015 16:00:00,1.72
1/13/2015 16:00:00,1.81
1/14/2015 16:00:00,1.82
1/15/2015 16:00:00,1.85
1/16/2015 16:00:00,1.98
1/19/2015 16:00:00,1.89
1/20/2015 16:00:00,2.02
1/21/2015 16:00:00,2.16
1/22/2015 16:00:00,2.02
1/23/2015 16:00:00,2.1
1/27/2015 16:00:00,1.94
1/28/2015 16:00:00,2.01
1/29/2015 16:00:00,1.95
1/30/2015 16:00:00,1.8
2/2/2015 16:00:00,1.87
2/3/2015 16:00:00,1.9
2/4/2015 16:00:00,1.9
2/5/2015 16:00:00,1.97
2/6/2015 16:00:00,1.98
2/9/2015 16:00:00,1.91
2/10/2015 16:00:00,1.96
2/11/2015 16:00:00,1.88
2/12/2015 16:00:00,1.92
2/13/2015 16:00:00,1.97
2/16/2015 16:00:00,2.06
2/17/2015 16:00:00,2.05
2/18/2015 16:00:00,1.99
2/19/2015 16:00:00,2.1
2/20/2015 16:00:00,2.07
2/23/2015 16:00:00,2.08
2/24/2015 16:00:00,2.11
2/25/2015 16:00:00,2.2
2/26/2015 16:00:00,2.29
2/27/2015 16:00:00,2.36
3/2/2015 16:00:00,2.4
3/3/2015 16:00:00,2.24
3/4/2015 16:00:00,2.23
3/5/2015 16:00:00,2.27
3/6/2015 16:00:00,2.2
3/9/2015 16:00:00,2.07
3/10/2015 16:00:00,2.07
3/11/2015 16:00:00,2.12
3/12/2015 16:00:00,2.15
3/13/2015 16:00:00,2.19
3/16/2015 16:00:00,2.22
3/17/2015 16:00:00,2.24
3/18/2015 16:00:00,2.32
3/19/2015 16:00:00,2.36
3/20/2015 16:00:00,2.38
3/23/2015 16:00:00,2.47
3/24/2015 16:00:00,2.52
3/25/2015 16:00:00,2.52
3/26/2015 16:00:00,2.42
3/27/2015 16:00:00,2.32
3/30/2015 16:00:00,2.26
3/31/2015 16:00:00,2.3
4/1/2015 16:00:00,2.17
4/2/2015 16:00:00,2.35
4/7/2015 16:00:00,2.4
4/8/2015 16:00:00,2.35
4/9/2015 16:00:00,2.27
4/10/2015 16:00:00,2.29
4/13/2015 16:00:00,2.27
4/14/2015 16:00:00,2.27
4/15/2015 16:00:00,2.25
4/16/2015 16:00:00,2.31
4/17/2015 16:00:00,2.2
4/20/2015 16:00:00,2.28
4/21/2015 16:00:00,2.28
4/22/2015 16:00:00,2.38
4/23/2015 16:00:00,2.24
4/24/2015 16:00:00,2.23
4/27/2015 16:00:00,2.09
4/28/2015 16:00:00,2.2
4/29/2015 16:00:00,2.28
4/30/2015 16:00:00,2.21
5/1/2015 16:00:00,2.15
5/4/2015 16:00:00,2.22
5/6/2015 16:00:00,2.07
5/7/2015 16:00:00,2.05
5/8/2015 16:00:00,2.09
5/11/2015 16:00:00,2.02
5/12/2015 16:00:00,2.07
5/13/2015 16:00:00,2.12
5/14/2015 16:00:00,2.16
5/15/2015 16:00:00,2.12
5/18/2015 16:00:00,2.16
5/19/2015 16:00:00,2.15
5/20/2015 16:00:00,2.13
5/21/2015 16:00:00,2.13
5/22/2015 16:00:00,2.16
5/25/2015 16:00:00,2.22
5/26/2015 16:00:00,2.26
5/27/2015 16:00:00,2.37
5/28/2015 16:00:00,2.3
5/29/2015 16:00:00,2.36
6/1/2015 16:00:00,2.34
6/2/2015 16:00:00,2.4
6/3/2015 16:00:00,2.37
6/4/2015 16:00:00,2.22
6/5/2015 16:00:00,2.2
6/9/2015 16:00:00,2.25
6/10/2015 16:00:00,2.24
6/11/2015 16:00:00,2.19
6/12/2015 16:00:00,2.16
6/15/2015 16:00:00,2.07
6/16/2015 16:00:00,2.21
6/17/2015 16:00:00,2.22
6/18/2015 16:00:00,2.31
6/19/2015 16:00:00,2.28
6/22/2015 16:00:00,2.32
6/23/2015 16:00:00,2.37
6/24/2015 16:00:00,2.25
6/25/2015 16:00:00,2.27
6/26/2015 16:00:00,2.21
6/29/2015 16:00:00,2.33
6/30/2015 16:00:00,2.21
7/1/2015 16:00:00,2.22
7/2/2015 16:00:00,2.14
7/3/2015 16:00:00,2.1
7/6/2015 16:00:00,2.17
7/7/2015 16:00:00,2.24
7/8/2015 16:00:00,2.2
7/9/2015 16:00:00,2.21
7/10/2015 16:00:00,2.27
7/13/2015 16:00:00,2.29
7/14/2015 16:00:00,2.31
7/15/2015 16:00:00,2.31
7/16/2015 16:00:00,2.32
7/17/2015 16:00:00,2.29
7/20/2015 16:00:00,2.07
7/21/2015 16:00:00,2.13
7/22/2015 16:00:00,2.1
7/23/2015 16:00:00,2.19
7/24/2015 16:00:00,2.02
7/27/2015 16:00:00,2.17
7/28/2015 16:00:00,2.07
7/29/2015 16:00:00,2.1
7/30/2015 16:00:00,2.08
7/31/2015 16:00:00,2.08
8/3/2015 16:00:00,2.15
8/4/2015 16:00:00,2.03
8/5/2015 16:00:00,2
8/6/2015 16:00:00,2.05
8/7/2015 16:00:00,2
8/10/2015 16:00:00,2
8/11/2015 16:00:00,1.98
8/12/2015 16:00:00,2.05
8/13/2015 16:00:00,2.07
8/14/2015 16:00:00,1.96
8/17/2015 16:00:00,1.97
8/18/2015 16:00:00,1.97
8/19/2015 16:00:00,1.9
8/20/2015 16:00:00,2.02
8/21/2015 16:00:00,2.11
8/24/2015 16:00:00,2.04
8/25/2015 16:00:00,1.96
8/26/2015 16:00:00,1.91
8/27/2015 16:00:00,1.95
8/28/2015 16:00:00,1.96
8/31/2015 16:00:00,2.02
9/1/2015 16:00:00,1.94
9/2/2015 16:00:00,1.97
9/3/2015 16:00:00,1.97
9/4/2015 16:00:00,1.95
9/7/2015 16:00:00,2.09
9/8/2015 16:00:00,2.09
9/9/2015 16:00:00,2.12
9/10/2015 16:00:00,2
9/11/2015 16:00:00,2.05
9/14/2015 16:00:00,2.12
